airport_iata,airport_name,city_iata,utc_offset,timezone_id
UMC,Umba,UMC,+10:00,Pacific/Port_Moresby
UMD,Uummannaq,UMD,-03:00,America/Godthab
UME,Umea,UME,+01:00,Europe/Stockholm
UMI,Quince Mil,UMI,-05:00,America/Lima
UMM,Summit,UMM,-09:00,America/Anchorage
UMR,Woomera Raaf Base,UMR,+09:30,Australia/Adelaide
UMS,Ust-Maya,UMS,+09:00,Asia/Yakutsk
UMT,Umiat,UMT,-09:00,America/Anchorage
UMU,Umuarama Orlando De Carvalho,UMU,-03:00,America/Araguaina
UMY,Sumy,UMY,+02:00,Europe/Zaporozhye
UMZ,Mena Intermountain Muni,UMZ,-06:00,America/Chicago
UNA,Ilha Comandatuba/Una,UNA,-03:00,America/Araguaina
UNC,Unguia,UNC,-05:00,America/Bogota
UND,Kunduz,UND,+04:30,Asia/Kabul
UNE,Qacha's Nek,UNE,+02:00,Africa/Maseru
UNG,Kiunga,UNG,+10:00,Pacific/Port_Moresby
UNI,Union Island,UNI,-04:00,America/St_Vincent
UNK,Unalakleet,UNK,-09:00,America/Anchorage
UNN,Ranong,UNN,+07:00,Asia/Bangkok
UNR,Ondorkhaan,UNR,+08:00,Asia/Ulaanbaatar
UNS,Umnak,UMB,-09:00,America/Anchorage
UNT,Unst Baltasound,UNT,+00:00,Europe/London
UNU,Juneau Dodge County,UNU,-06:00,America/Chicago
UOA,Moruroa Atoll,UOA,-10:00,Pacific/Tahiti
UOL,Buol Pogogul,UOL,+08:00,Asia/Makassar
UON,Muong Sai,UON,+07:00,Asia/Vientiane
UOS,Sewanee Franklin County,UOS,-06:00,America/Chicago
UOX,University-Oxford,UOX,-06:00,America/Chicago
UPA,Punta Alegre,UPA,-05:00,America/Havana
UPB,Havana Playa Baracoa,HAV,-05:00,America/Havana
UPC,Puerto De La Cruz Off-Line Point,UPC,+00:00,Atlantic/Canary
UPF,Pforzheim Off-Line Point,UPF,+01:00,Europe/Berlin
UPG,Ujung Pandang,UPG,+08:00,Asia/Makassar
UPK,Upernavik Kujalleq Heliport,UPK,-03:00,America/Godthab
UPL,Upala,UPL,-06:00,America/Costa_Rica
UPN,Uruapan Ignacio Lopez Rayon,UPN,-06:00,America/Mexico_City
UPP,Hawi Upolu,UPP,-10:00,Pacific/Honolulu
UPR,Upiara,UPR,+10:00,Pacific/Port_Moresby
UPV,Upavon,UPV,+00:00,Europe/London
UQE,Queen,UQE,-09:00,America/Anchorage
URA,Uralsk,URA,+05:00,Asia/Qyzylorda
URB,Castilho Urubupunga,URB,-03:00,America/Araguaina
URC,Urumqi,URC,+08:00,Asia/Shanghai
URD,Burg Feuerstein,URD,+01:00,Europe/Berlin
URE,Kuressaare,URE,+02:00,Europe/Tallinn
URG,Uruguaiana Rubem Berta Intl,URG,-03:00,America/Araguaina
URI,Uribe,URI,-05:00,America/Bogota
URJ,Uray,URJ,+05:00,Asia/Yekaterinburg
URM,Uriman,URM,-04:00,America/Caracas
URN,Urgun,URN,+04:30,Asia/Kabul
URO,Rouen Vallee De Seine,URO,+01:00,Europe/Paris
URR,Urrao,URR,-05:00,America/Bogota
URS,Kursk,URS,+03:00,Europe/Moscow
URT,Surat Thani,URT,+07:00,Asia/Bangkok
URU,Uroubi,URU,+10:00,Pacific/Port_Moresby
URY,Gurayat,URY,+03:00,Asia/Riyadh
URZ,Uruzgan,URZ,+04:30,Asia/Kabul
USA,Concord Regional,USA,-05:00,America/New_York
USC,Union County,USC,-05:00,America/New_York
USH,Ushuaia,USH,-03:00,America/Argentina/Buenos_Aires
USI,Mabaruma,USI,-04:00,America/Guyana
USJ,Usharal,USJ,+06:00,Asia/Almaty
USK,Usinsk,USK,+03:00,Europe/Moscow
USL,Useless Loop,USL,+08:00,Australia/Perth
USM,Koh Samui,USM,+07:00,Asia/Bangkok
USN,Ulsan,USN,+09:00,Asia/Seoul
USO,Usino,USO,+10:00,Pacific/Port_Moresby
USQ,Usak,USQ,+03:00,Europe/Istanbul
USR,Ust Nera,USR,+10:00,Asia/Vladivostok
USS,Sancti Spiritus,USS,-05:00,America/Havana
UST,St Augustine,UST,-05:00,America/New_York
USU,Busuanga Francisco B Reyes,USU,+08:00,Asia/Manila
USX,St Austell Rail Station St Austell Rr S,USX,+00:00,Europe/London
UTA,Mutare,UTA,+02:00,Africa/Harare
UTB,Muttaburra,UTB,+10:00,Australia/Brisbane
UTC,Utrecht Soesterberg Apt,UTC,+01:00,Europe/Amsterdam
UTD,Nutwood Downs,UTD,+09:30,Australia/Darwin
UTE,Butterworth,UTE,+02:00,Africa/Johannesburg
UTG,Quthing,UTG,+02:00,Africa/Maseru
UTH,Udon Thani,UTH,+07:00,Asia/Bangkok
UTI,Utti,UTI,+02:00,Europe/Helsinki
UTK,Utirik Island,UTK,+12:00,Pacific/Majuro
UTL,Torremolinos Rail Station,UTL,+01:00,Europe/Madrid
UTM,Tunica Municipal,UTM,-06:00,America/Chicago
UTN,Upington,UTN,+02:00,Africa/Johannesburg
UTO,Utopia Creek Indian Mountain,UTO,-09:00,America/Anchorage
UTP,U-Tapao Rayong-Pattaya Intl,UTP,+07:00,Asia/Bangkok
UTR,Uttaradit,UTR,+07:00,Asia/Bangkok
UTS,Ust-Tsilma,UTS,+03:00,Europe/Moscow
UTT,Umtata,UTT,+02:00,Africa/Johannesburg
UTU,Ustupo,UTU,-05:00,America/Panama
UTW,Queenstown,UTW,+02:00,Africa/Johannesburg
UUA,Bugulma,UUA,+03:00,Europe/Moscow
UUD,Ulan-Ude,UUD,+08:00,Asia/Irkutsk
UUK,Ugnu-Kuparuk,UUK,-09:00,America/Anchorage
UUN,Baruun-Urt,UUN,+08:00,Asia/Ulaanbaatar
UUS,Yuzhno-Sakhalinsk Khomutovo,UUS,+11:00,Asia/Srednekolymsk
UUU,Manumu,UUU,+10:00,Pacific/Port_Moresby
UVA,Uvalde Garner Field,UVA,-06:00,America/Chicago
UVE,Ouvea Ouloup,UVE,+11:00,Pacific/Noumea
UVF,St Lucia,SLU,-04:00,America/St_Lucia
UVI,Uniao Da Vitoria,UVI,-03:00,America/Araguaina
UVL,Kharga,UVL,+02:00,Africa/Cairo
UVO,Uvol,UVO,+10:00,Pacific/Port_Moresby
UWA,Ware,UWA,-05:00,America/New_York
UWC,Worcester Rail Station,UWC,+00:00,Europe/London
UWE,Wiesbaden Rail Station,WIE,+01:00,Europe/Berlin
UWP,Wuppertal Rail Station Wuppertal Hbf Ra,UWP,+01:00,Europe/Berlin
UYL,Nyala,UYL,+02:00,Africa/Khartoum
UYN,Yulin Yuyang,UYN,+08:00,Asia/Shanghai
UYU,Uyuni,UYU,-04:00,America/La_Paz
UZC,Uzice,UZC,+01:00,Europe/Belgrade
UZH,Unayzah,UZH,+03:00,Asia/Riyadh
UZM,Hope Bay,UZM,-07:00,America/Whitehorse
UZR,Urdzhar,UZR,+06:00,Asia/Almaty
UZU,Curuzu Cuatia,UZU,-03:00,America/Argentina/Buenos_Aires
VAA,Vaasa,VAA,+02:00,Europe/Helsinki
VAB,Yavarate,VAB,-05:00,America/Bogota
VAC,Varrelbusch,VAC,+01:00,Europe/Berlin
VAD,Valdosta Moody Afb,VLD,-05:00,America/New_York
VAF,Valence Chabeuil Apt,VAF,+01:00,Europe/Paris
VAG,Varginha,VAG,-03:00,America/Araguaina
VAH,Vallegrande V. Villagomez Toledo,VAH,-04:00,America/La_Paz
VAI,Vanimo,VAI,+10:00,Pacific/Port_Moresby
VAK,Chevak,VAK,-09:00,America/Anchorage
VAL,Valenca,VAL,-03:00,America/Araguaina
VAM,Maamigili Island,VAM,+05:00,Indian/Maldives
VAN,Van Ferit Melen,VAN,+03:00,Europe/Istanbul
VAO,Suavanao,VAO,+11:00,Pacific/Guadalcanal
VAP,Valparaiso Rodelillo,VAP,-04:00,America/Santiago
VAR,Varna,VAR,+02:00,Europe/Sofia
VAS,Sivas,VAS,+03:00,Europe/Istanbul
VAT,Vatomandry,VAT,+03:00,Indian/Antananarivo
VAU,Vatukoula,VAU,+12:00,Pacific/Fiji
VAV,Vava'u Lupepau'u,VAV,+13:00,Pacific/Tongatapu
VAW,Vardo Svartnes,VAW,+01:00,Europe/Oslo
VAZ,Val-D'isere Off-Line Point,VAZ,+01:00,Europe/Paris
VBA,Ann,VBA,+06:30,Asia/Yangon
VBC,Mandalay Chan Mya Thazi,MDL,+06:30,Asia/Yangon
VBG,Lompoc Vandenberg Afb,LPC,-08:00,America/Los_Angeles
VBL,Anshanxi Rail Station,AOG,+08:00,Asia/Shanghai
VBM,Blue Mountain,VBM,-09:00,America/Anchorage
VBP,Bokpyin,VBP,+06:30,Asia/Yangon
VBR,Vyborg Rail Station,VBR,+03:00,Europe/Moscow
VBS,Verona Brescia,VRN,+01:00,Europe/Rome
VBT,Vigo Bus Station,VGO,+01:00,Europe/Madrid
VBV,Vanuabalavu Island,VBV,+12:00,Pacific/Fiji
VBY,Visby,VBY,+01:00,Europe/Stockholm
VCA,Cantho,VCA,+07:00,Asia/Ho_Chi_Minh
VCB,View Cove,VCB,-09:00,America/Anchorage
VCC,Vacaria,VCC,-03:00,America/Araguaina
VCD,Victoria River Downs,VCD,+09:30,Australia/Darwin
VCE,Venice,VCE,+01:00,Europe/Rome
VCF,Valcheta,VCF,-03:00,America/Argentina/Buenos_Aires
VCH,Vichadero,VCH,-03:00,America/Montevideo
VCL,Tamky Chulai,VCL,+07:00,Asia/Ho_Chi_Minh
VCP,Sao Paulo Viracopos,SAO,-03:00,America/Sao_Paulo
VCR,Carora,VCR,-04:00,America/Caracas
VCS,Con Dao Coong Airport,VCS,+07:00,Asia/Ho_Chi_Minh
VCT,Victoria Regional,VCT,-06:00,America/Chicago
VCV,Victorville S. Calif. Logistics Apt,VCV,-08:00,America/Los_Angeles
VDA,Ovda,ETH,+02:00,Asia/Jerusalem
VDB,Fagernes Leirin,VDB,+01:00,Europe/Oslo
VDC,Vitoria Da Conquista Glauber Rocha,VDC,-03:00,America/Araguaina
VDE,Valverde El Hierro,VDE,+00:00,Atlantic/Canary
VDH,Dong Hoi,VDH,+07:00,Asia/Ho_Chi_Minh
VDI,Vidalia Regional,VDI,-05:00,America/New_York
VDM,Viedma Gobernador E. Castello,VDM,-03:00,America/Argentina/Buenos_Aires
VDO,Quang Ninh Van Don International,VDO,+07:00,Asia/Ho_Chi_Minh
VDP,Valle De La Pascua,VDP,-04:00,America/Caracas
VDR,Villa Dolores,VDR,-03:00,America/Argentina/Buenos_Aires
VDS,Vadso,VDS,+01:00,Europe/Oslo
VDT,Montevideo Bus Station,MVD,-03:00,America/Montevideo
VDU,Refugio Tom O'conner Apt,RFG,-06:00,America/Chicago
VDY,Vidyanagar Jindal,VDY,+05:30,Asia/Kolkata
VDZ,Valdez,VDZ,-09:00,America/Anchorage
VEE,Venetie,VEE,-09:00,America/Anchorage
VEG,Maikwak,VEG,-04:00,America/Guyana
VEJ,Vejle Airport,VEJ,+01:00,Europe/Copenhagen
VEL,Vernal Regional,VEL,-07:00,America/Denver
VER,Veracruz,VER,-06:00,America/Mexico_City
VEV,Barakoma,VEV,+11:00,Pacific/Guadalcanal
VEX,Tioga,VEX,-06:00,America/Chicago
VEY,Vestmannaeyjar,VEY,+00:00,Atlantic/Reykjavik
VFA,Victoria Falls,VFA,+02:00,Africa/Harare
VFC,Villefranche-Sur-Saone Bus Station,XVF,+01:00,Europe/Paris
VGA,Vijayawada,VGA,+05:30,Asia/Kolkata
VGD,Vologda,VGD,+03:00,Europe/Moscow
VGG,Vangrieng,VGG,+07:00,Asia/Vientiane
VGO,Vigo,VGO,+01:00,Europe/Madrid
VGS,General Villegas,VGS,-03:00,America/Argentina/Buenos_Aires
VGT,Las Vegas North Las Vegas Apt,LAS,-08:00,America/Los_Angeles
VGZ,Mocoa Villagarzon,VGZ,-05:00,America/Bogota
VHC,Saurimo,VHC,+01:00,Africa/Luanda
VHM,Vilhelmina,VHM,+01:00,Europe/Stockholm
VHN,Van Horn Culberson County,VHN,-06:00,America/Chicago
VHV,Verkhnevilyuysk,VHV,+09:00,Asia/Yakutsk
VHY,Vichy Charmeil,VHY,+01:00,Europe/Paris
VHZ,Vahitahi,VHZ,-10:00,Pacific/Tahiti
VIA,Videira Angelo Ponzoni,VIA,-03:00,America/Araguaina
VIB,Villa Constitucion,VIB,-07:00,America/Mazatlan
VIC,Vicenza,VIC,+01:00,Europe/Rome
VID,Vidin,VID,+02:00,Europe/Sofia
VIE,Vienna,VIE,+01:00,Europe/Vienna
VIF,Vieste Heliport,VIF,+01:00,Europe/Rome
VIG,El Vigia Juan P. Perez Alfonso,VIG,-04:00,America/Caracas
VIH,Rolla/Vichy Rolla National,VIH,-06:00,America/Chicago
VII,Vinh City,VII,+07:00,Asia/Ho_Chi_Minh
VIJ,Virgin Gorda,VIJ,-04:00,America/Tortola
VIK,Kavik Airstrip,VIK,-09:00,America/Anchorage
VIL,Dakhla,VIL,+01:00,Africa/Casablanca
VIN,Vinnytsia Gavryshivka Intl,VIN,+02:00,Europe/Zaporozhye
VIO,Vitoria Rail Station,VIT,+01:00,Europe/Madrid
VIQ,Viqueque,VIQ,+09:00,Asia/Dili
VIR,Durban Virginia Airport,DUR,+02:00,Africa/Johannesburg
VIS,Visalia Municipal,VIS,-08:00,America/Los_Angeles
VIT,Vitoria,VIT,+01:00,Europe/Madrid
VIU,Viru Harbour,VIU,+11:00,Pacific/Guadalcanal
VIV,Vivigani,VIV,+10:00,Pacific/Port_Moresby
VIX,Vitoria,VIX,-03:00,America/Araguaina
VIY,Paris Villacoublay-Velizy Villacoublay-,PAR,+01:00,Europe/Paris
VJB,Xai-Xai,VJB,+02:00,Africa/Maputo
VJI,Abingdon,VJI,-05:00,America/New_York
VJQ,Gurue,VJQ,+02:00,Africa/Maputo
VKG,Rachgia,VKG,+07:00,Asia/Ho_Chi_Minh
VKO,Moscow/Vnukovo,MOW,+03:00,Europe/Moscow
VKR,Krakow Glowny Rail Station,KRK,+01:00,Europe/Warsaw
VKS,Vicksburg Municipal,VKS,-06:00,America/Chicago
VKT,Vorkuta,VKT,+03:00,Europe/Moscow
VKW,West Kavik,VKW,-09:00,America/Anchorage
VLA,Vandalia Municipal,VLA,-06:00,America/Chicago
VLC,Valencia,VLC,+01:00,Europe/Madrid
VLD,Valdosta Regional,VLD,-05:00,America/New_York
VLE,Grand Canyon Valle,VLE,-07:00,America/Phoenix
VLG,Villa Gesell,VLG,-03:00,America/Argentina/Buenos_Aires
VLI,Port Vila Bauerfield,VLI,+11:00,Pacific/Efate
VLK,Volgodonsk,VLK,+03:00,Europe/Moscow
VLL,Valladolid,VLL,+01:00,Europe/Madrid
VLM,Villamontes Rafael Pabon,VLM,-04:00,America/La_Paz
VLN,Valencia,VLN,-04:00,America/Caracas
VLO,Vallejo Stolport,VLO,-08:00,America/Los_Angeles
VLP,Vila Rica,VLP,-04:00,America/Porto_Velho
VLR,Vallenar,VLR,-04:00,America/Santiago
VLS,Valesdir,VLS,+11:00,Pacific/Efate
VLU,Velikiye Luki,VLU,+03:00,Europe/Moscow
VLV,Valera Antonio N. Briceno,VLV,-04:00,America/Caracas
VLY,Anglesey Valley,VLY,+00:00,Europe/London
VME,Villa Mercedes Villa Reynolds,VME,-03:00,America/Argentina/Buenos_Aires
VMI,Puerto Valle Mi Dr. Juan Plate,VMI,-04:00,America/Asuncion
VMU,Baimuru Flying Boat Base,VMU,+10:00,Pacific/Port_Moresby
VNA,Salavan,VNA,+07:00,Asia/Vientiane
VNC,Venice Municipal,VNC,-05:00,America/New_York
VND,Vangaindrano,VND,+03:00,Indian/Antananarivo
VNE,Vannes Meucon,VNE,+01:00,Europe/Paris
VNG,Viengxay,VNG,+07:00,Asia/Vientiane
VNL,Vinales Bus Station,VNL,-05:00,America/Havana
VNO,Vilnius,VNO,+02:00,Europe/Vilnius
VNR,Vanrook Station,VNR,+10:00,Australia/Brisbane
VNS,Varanasi,VNS,+05:30,Asia/Kolkata
VNT,Ventspils,VNT,+02:00,Europe/Riga
VNX,Vilanculos,VNX,+02:00,Africa/Maputo
VNY,Los Angeles Van Nuys Apt,LAX,-08:00,America/Los_Angeles
VNZ,Vicenza Rail Station,VNZ,+01:00,Europe/Rome
VOD,Prague Vodochody,PRG,+01:00,Europe/Prague
VOG,Volgograd,VOG,+03:00,Europe/Moscow
VOH,Vohimarina,VOH,+03:00,Indian/Antananarivo
VOI,Voinjama Tenebu,VOI,+00:00,Africa/Monrovia
VOK,Camp Douglas Volk Field,VOK,-06:00,America/Chicago
VOL,Volos,VOL,+02:00,Europe/Athens
VOT,Votuporanga Domingos Pignatari,VOT,-03:00,America/Araguaina
VOZ,Voronezh,VOZ,+03:00,Europe/Moscow
VPE,Ondjiva,VPE,+01:00,Africa/Luanda
VPG,Vipingo,VPG,+03:00,Africa/Nairobi
VPN,Vopnafjordur,VPN,+00:00,Atlantic/Reykjavik
VPS,Valparaiso,VPS,-06:00,America/Chicago
VPY,Chimoio,VPY,+02:00,Africa/Maputo
VPZ,Valparaiso Porter County Municipal,VPZ,-06:00,America/Chicago
VQQ,Jacksonville Cecil Apt,JAX,-05:00,America/New_York
VQS,Vieques,VQS,-04:00,America/Puerto_Rico
VRA,Varadero,VRA,-05:00,America/Havana
VRB,Vero Beach Municipal,VRB,-05:00,America/New_York
VRC,Virac,VRC,+08:00,Asia/Manila
VRD,Radom Bus Station,RDO,+01:00,Europe/Warsaw
VRE,Vredendal,VRE,+02:00,Africa/Johannesburg
VRI,Varandey,VRI,+03:00,Europe/Moscow
VRK,Varkaus,VRK,+02:00,Europe/Helsinki
VRL,Vila Real,VRL,+00:00,Europe/Lisbon
VRN,Verona,VRN,+01:00,Europe/Rome
VRO,Varadero Kawama Apt,VRA,-05:00,America/Havana
VRR,Vlore Rail Station,VRR,+01:00,Europe/Tirane
VRS,Versailles Roy Otten Memorial,VRS,-06:00,America/Chicago
VRU,Vryburg,VRU,+02:00,Africa/Johannesburg
VRY,Vaeroy Heliport,VRY,+01:00,Europe/Oslo
VRZ,Lavras,VRZ,-03:00,America/Araguaina
VSA,Villahermosa,VSA,-06:00,America/Mexico_City
VSE,Viseu,VSE,+00:00,Europe/Lisbon
VSF,Springfield Hartness State,VSF,-05:00,America/New_York
VSG,Luhansk International,VSG,+02:00,Europe/Zaporozhye
VSK,Kennewick Vista Field,VSK,-08:00,America/Los_Angeles
VSN,Venlo Railway Station,VSN,+01:00,Europe/Amsterdam
VSO,Phuoc Long,VSO,+07:00,Asia/Ho_Chi_Minh
VST,Stockholm Vasteras,STO,+01:00,Europe/Stockholm
VTA,Victoria,VTA,-06:00,America/Tegucigalpa
VTB,Vitebsk,VTB,+03:00,Europe/Minsk
VTE,Vientiane,VTE,+07:00,Asia/Vientiane
VTF,Vatulele Island,VTF,+12:00,Pacific/Fiji
VTG,Vung Tau,VTG,+07:00,Asia/Ho_Chi_Minh
VTI,Vitoria Bus Station,VIT,+01:00,Europe/Madrid
VTL,Vittel Champ De Courses,VTL,+01:00,Europe/Paris
VTM,Nevatim Afb,VTM,+02:00,Asia/Jerusalem
VTN,Valentine Miller Field,VTN,-06:00,America/Chicago
VTU,Las Tunas Hermanos Ameijeiras,VTU,-05:00,America/Havana
VTZ,Vishakhapatnam,VTZ,+05:30,Asia/Kolkata
VUP,Valledupar Alfonso Lopez Pumarejo,VUP,-05:00,America/Bogota
VUS,Veliky Ustyug,VUS,+03:00,Europe/Moscow
VUU,Liwonde Mvuu Camp,VUU,+02:00,Africa/Blantyre
VVB,Mahanoro,VVB,+03:00,Indian/Antananarivo
VVC,Villavicencio Vanguardia,VVC,-05:00,America/Bogota
VVI,Santa Cruz Viru Viru,SRZ,-04:00,America/La_Paz
VVK,Vastervik,VVK,+01:00,Europe/Stockholm
VVN,Malvinas,VVN,-05:00,America/Lima
VVO,Vladivostok,VVO,+10:00,Asia/Vladivostok
VVZ,Illizi Takhamalt,VVZ,+01:00,Africa/Algiers
VWA,Shenyangbei Rail Station,VWA,+08:00,Asia/Shanghai
VWB,Changchun Rail Station,VWB,+08:00,Asia/Shanghai
VXC,Lichinga,VXC,+02:00,Africa/Maputo
VXE,Sao Vicente,VXE,-01:00,Atlantic/Cape_Verde
VXO,Vaxjo,VXO,+01:00,Europe/Stockholm
VYD,Vryheid,VYD,+02:00,Africa/Johannesburg
VYI,Vilyuysk,VYI,+09:00,Asia/Yakutsk
VYN,Vienne Multimodale Bus Station,XVI,+01:00,Europe/Paris
VYS,Peru Illinois Valley Regional,VYS,-06:00,America/Chicago
WAA,Wales,WAA,-09:00,America/Anchorage
WAB,Wabag,WAB,+10:00,Pacific/Port_Moresby
WAC,Waca,WAC,+03:00,Africa/Addis_Ababa
WAD,Andriamena,WAD,+03:00,Indian/Antananarivo
WAE,Wadi Al Dawaser,WAE,+03:00,Asia/Riyadh
WAF,Wana,WAF,+05:00,Asia/Karachi
WAG,Wanganui,WAG,+12:00,Pacific/Auckland
WAH,Wahpeton Harry Stern,WAH,-06:00,America/Chicago
WAI,Antsohihy Ambalabe,WAI,+03:00,Indian/Antananarivo
WAJ,Wawoi Falls,WAJ,+10:00,Pacific/Port_Moresby
WAK,Ankazoabo,WAK,+03:00,Indian/Antananarivo
WAL,Wallops Island Wallops Flt Facility,WAL,-05:00,America/New_York
WAM,Ambatondrazaka,WAM,+03:00,Indian/Antananarivo
WAN,Waverney,WAN,+10:00,Australia/Brisbane
WAO,Wabo,WAO,+10:00,Pacific/Port_Moresby
WAP,Alto Palena,WAP,-04:00,America/Santiago
WAQ,Antsalova,WAQ,+03:00,Indian/Antananarivo
WAR,Waris,WAR,+09:00,Asia/Jayapura
WAT,Waterford,WAT,+00:00,Europe/Dublin
WAU,Wauchope,WAU,+09:30,Australia/Darwin
WAV,Wave Hill,WAV,+09:30,Australia/Darwin
WAW,Warsaw,WAW,+01:00,Europe/Warsaw
WAX,Zuara,WAX,+02:00,Africa/Tripoli
WAY,Waynesburg Greene County,WAY,-05:00,America/New_York
WAZ,Warwick,WAZ,+10:00,Australia/Brisbane
WBA,Seram Island Wahai,WBA,+09:00,Asia/Jayapura
WBB,Stebbins,WBB,-09:00,America/Anchorage
WBC,Wapolu,WBC,+10:00,Pacific/Port_Moresby
WBD,Befandriana,WBD,+03:00,Indian/Antananarivo
WBE,Bealanana Ankaizina,WBE,+03:00,Indian/Antananarivo
WBG,Schleswig Jagel,WBG,+01:00,Europe/Berlin
WBI,Boulder Broker Inn Apt,WBU,-07:00,America/Denver
WBK,West Branch Community,WBK,-05:00,America/New_York
WBM,Wapenamanda,WBM,+10:00,Pacific/Port_Moresby
WBN,Woburn,WBN,-05:00,America/New_York
WBO,Beroroha Antsoa,WBO,+03:00,Indian/Antananarivo
WBQ,Beaver,WBQ,-09:00,America/Anchorage
WBR,Big Rapids Roben-Hood,WBR,-05:00,America/New_York
WBU,Boulder,WBU,-07:00,America/Denver
WBW,Wilkes-Barre/Scranton Wyoming Valley,AVP,-05:00,America/New_York
WCA,Castro Gamboa,WCA,-04:00,America/Santiago
WCC,West Coast Cities Off-Line Point,WCC,-08:00,America/Los_Angeles
WCD,Carosue Dam,WCD,+08:00,Australia/Perth
WCH,Nuevo Chaiten,WCH,-04:00,America/Santiago
WCR,Chandalar Lake,WCR,-09:00,America/Anchorage
WDA,Wadi Ain,WDA,+03:00,Asia/Aden
WDB,Deep Bay,WDB,-09:00,America/Anchorage
WDG,Enid Woodring Regional,WDG,-06:00,America/Chicago
WDH,Windhoek,WDH,+02:00,Africa/Windhoek
WDI,Wondai,WDI,+10:00,Australia/Brisbane
WDN,Waldron Island Waldronaire,WDN,-08:00,America/Los_Angeles
WDR,Winder Barrow County,WDR,-05:00,America/New_York
WDS,Shiyan Wudangshan,WDS,+08:00,Asia/Shanghai
WDY,Kodiak Fss,ADQ,-09:00,America/Anchorage
WEA,Weatherford Parker County,WEA,-06:00,America/Chicago
WEC,Wenchang Rail Station,WEC,+08:00,Asia/Shanghai
WED,Wedau,WED,+10:00,Pacific/Port_Moresby
WEF,Weifang,WEF,+08:00,Asia/Shanghai
WEH,Weihai,WEH,+08:00,Asia/Shanghai
WEI,Weipa,WEI,+10:00,Australia/Brisbane
WEL,Welkom,WEL,+02:00,Africa/Johannesburg
WEM,West Malling,WEM,+00:00,Europe/London
WEP,Weam,WEP,+10:00,Pacific/Port_Moresby
WES,Weasua,WES,+00:00,Africa/Monrovia
WET,Waghete,WET,+09:00,Asia/Jayapura
WEW,Wee Waa,WEW,+10:00,Australia/Sydney
WEX,Wexford Castlebridge,WEX,+00:00,Europe/Dublin
WFB,Ketchikan Harbor Spb,KTN,-09:00,America/Anchorage
WFD,Woodford,WFD,+00:00,Europe/London
WFI,Fianarantsoa,WFI,+03:00,Indian/Antananarivo
WFK,Frenchville Northern Aroostook Regional,WFK,-05:00,America/New_York
WGA,Wagga Wagga,WGA,+10:00,Australia/Sydney
WGB,Bahawalnagar,WGB,+05:00,Asia/Karachi
WGC,Warangal,WGC,+05:30,Asia/Kolkata
WGE,Walgett,WGE,+10:00,Australia/Sydney
WGF,Manama Off-Line Point,WGF,+03:00,Asia/Bahrain
WGL,Isle Baltra Off-Line Pt,WGL,-05:00,America/Guayaquil
WGN,Shaoyang Wugang,WGN,+08:00,Asia/Shanghai
WGO,Winchester Regional,WGO,-05:00,America/New_York
WGP,Waingapu Umbu Mehang Kunda,WGP,+08:00,Asia/Makassar
WGT,Wangaratta,WGT,+10:00,Australia/Sydney
WGU,Wagau,WGU,+10:00,Pacific/Port_Moresby
WGY,Wagny,WGY,+01:00,Africa/Libreville
WGZ,Manly Off-Line Point,WGZ,+10:00,Australia/Sydney
WHA,Wuhu Xuanzhou,WHU,+08:00,Asia/Shanghai
WHB,Eliwana,WHB,+08:00,Australia/Perth
WHD,Hyder,WHD,-09:00,America/Anchorage
WHF,Wadi Halfa,WHF,+02:00,Africa/Khartoum
WHH,Boulder Hiltons Harvest House Apt,WBU,-07:00,America/Denver
WHK,Whakatane,WHK,+12:00,Pacific/Auckland
WHL,Welshpool,WHL,+10:00,Australia/Sydney
WHO,Franz Josef,WHO,+12:00,Pacific/Auckland
WHP,Los Angeles Whiteman Apt,LAX,-08:00,America/Los_Angeles
WHR,Vail Avon Stolport Apt,EGE,-07:00,America/Denver
WHS,Whalsay,WHS,+00:00,Europe/London
WHT,Wharton Regional,WHT,-06:00,America/Chicago
WHU,Wuhu,WHU,+08:00,Asia/Shanghai
WHZ,Wuhan Rail Station,WHZ,+08:00,Asia/Shanghai
WIB,Wilbarger County,WIB,-06:00,America/Chicago
WIC,Wick,WIC,+00:00,Europe/London
WID,Wildenrath,WID,+01:00,Europe/Berlin
WIE,Wiesbaden Aaf,WIE,+01:00,Europe/Berlin
WIK,Surfdale Bay,WIK,+12:00,Pacific/Auckland
WIL,Nairobi Wilson Apt,NBO,+03:00,Africa/Nairobi
WIN,Winton,WIN,+10:00,Australia/Brisbane
WIO,Wilcannia,WIO,+10:00,Australia/Sydney
WIR,Wairoa,WIR,+12:00,Pacific/Auckland
WIT,Wittenoom Gorge,WIT,+08:00,Australia/Perth
WIU,Witu,WIU,+10:00,Pacific/Port_Moresby
WJA,Woja Island,WJA,+12:00,Pacific/Majuro
WJF,Lancaster General William J Fox Apt,WJF,-08:00,America/Los_Angeles
WJR,Wajir,WJR,+03:00,Africa/Nairobi
WJU,Won-Ju,WJU,+09:00,Asia/Seoul
WKA,Wanaka,WKA,+12:00,Pacific/Auckland
WKB,Warracknabeal,WKB,+10:00,Australia/Sydney
WKF,Pretoria Waterkloof Afb,PRY,+02:00,Africa/Johannesburg
WKI,Hwange,WKI,+02:00,Africa/Harare
WKJ,Wakkanai,WKJ,+09:00,Asia/Tokyo
WKK,Aleknagik,WKK,-09:00,America/Anchorage
